image_path,label,split,label_encoded
data/raw/cifar-10/train/12649.png,automobile,train,1
data/raw/cifar-10/train/19568.png,ship,train,8
data/raw/cifar-10/train/33092.png,frog,train,6
data/raw/cifar-10/train/28628.png,airplane,train,0
data/raw/cifar-10/train/45426.png,automobile,train,1
data/raw/cifar-10/train/21710.png,dog,train,5
data/raw/cifar-10/train/1835.png,cat,train,3
data/raw/cifar-10/train/28490.png,deer,train,4
data/raw/cifar-10/train/42908.png,deer,train,4
data/raw/cifar-10/train/43509.png,airplane,train,0
data/raw/cifar-10/train/3479.png,airplane,train,0
data/raw/cifar-10/train/6751.png,frog,train,6
data/raw/cifar-10/train/48526.png,frog,train,6
data/raw/cifar-10/train/11146.png,dog,train,5
data/raw/cifar-10/train/36899.png,truck,train,9
data/raw/cifar-10/train/38322.png,airplane,train,0
data/raw/cifar-10/train/45566.png,automobile,train,1
data/raw/cifar-10/train/44596.png,bird,train,2
data/raw/cifar-10/train/46609.png,dog,train,5
data/raw/cifar-10/train/34647.png,airplane,train,0
data/raw/cifar-10/train/16383.png,truck,train,9
data/raw/cifar-10/train/29686.png,cat,train,3
data/raw/cifar-10/train/25978.png,deer,train,4
data/raw/cifar-10/train/12210.png,airplane,train,0
data/raw/cifar-10/train/18295.png,dog,train,5
data/raw/cifar-10/train/23718.png,truck,train,9
data/raw/cifar-10/train/17465.png,horse,train,7
data/raw/cifar-10/train/23785.png,horse,train,7
data/raw/cifar-10/train/37136.png,cat,train,3
data/raw/cifar-10/train/42311.png,deer,train,4
data/raw/cifar-10/train/47593.png,truck,train,9
data/raw/cifar-10/train/30393.png,truck,train,9
data/raw/cifar-10/train/8200.png,airplane,train,0
data/raw/cifar-10/train/38752.png,frog,train,6
data/raw/cifar-10/train/4604.png,truck,train,9
data/raw/cifar-10/train/35226.png,frog,train,6
data/raw/cifar-10/train/33904.png,cat,train,3
data/raw/cifar-10/train/27337.png,truck,train,9
data/raw/cifar-10/train/29737.png,frog,train,6
data/raw/cifar-10/train/29301.png,bird,train,2
data/raw/cifar-10/train/36866.png,truck,train,9
data/raw/cifar-10/train/27268.png,airplane,train,0
data/raw/cifar-10/train/42033.png,ship,train,8
data/raw/cifar-10/train/30527.png,frog,train,6
data/raw/cifar-10/train/39571.png,truck,train,9
data/raw/cifar-10/train/27487.png,frog,train,6
data/raw/cifar-10/train/24423.png,horse,train,7
data/raw/cifar-10/train/40904.png,truck,train,9
data/raw/cifar-10/train/15704.png,deer,train,4
data/raw/cifar-10/train/25453.png,dog,train,5
data/raw/cifar-10/train/40378.png,deer,train,4
data/raw/cifar-10/train/45026.png,ship,train,8
data/raw/cifar-10/train/39538.png,frog,train,6
data/raw/cifar-10/train/6724.png,dog,train,5
data/raw/cifar-10/train/1607.png,bird,train,2
data/raw/cifar-10/train/14941.png,frog,train,6
data/raw/cifar-10/train/24250.png,frog,train,6
data/raw/cifar-10/train/4675.png,cat,train,3
data/raw/cifar-10/train/12420.png,airplane,train,0
data/raw/cifar-10/train/13449.png,bird,train,2
data/raw/cifar-10/train/38651.png,automobile,train,1
data/raw/cifar-10/train/8957.png,frog,train,6
data/raw/cifar-10/train/6712.png,airplane,train,0
data/raw/cifar-10/train/34532.png,dog,train,5
data/raw/cifar-10/train/40232.png,bird,train,2
data/raw/cifar-10/train/8771.png,bird,train,2
data/raw/cifar-10/train/19067.png,airplane,train,0
data/raw/cifar-10/train/46468.png,bird,train,2
data/raw/cifar-10/train/44746.png,cat,train,3
data/raw/cifar-10/train/39.png,cat,train,3
data/raw/cifar-10/train/1918.png,frog,train,6
data/raw/cifar-10/train/3038.png,bird,train,2
data/raw/cifar-10/train/33110.png,ship,train,8
data/raw/cifar-10/train/9859.png,bird,train,2
data/raw/cifar-10/train/5044.png,dog,train,5
data/raw/cifar-10/train/10362.png,ship,train,8
data/raw/cifar-10/train/1280.png,truck,train,9
data/raw/cifar-10/train/47125.png,truck,train,9
data/raw/cifar-10/train/33603.png,bird,train,2
data/raw/cifar-10/train/30153.png,airplane,train,0
data/raw/cifar-10/train/5120.png,deer,train,4
data/raw/cifar-10/train/7217.png,bird,train,2
data/raw/cifar-10/train/4950.png,automobile,train,1
data/raw/cifar-10/train/15331.png,truck,train,9
data/raw/cifar-10/train/5946.png,cat,train,3
data/raw/cifar-10/train/38784.png,airplane,train,0
data/raw/cifar-10/train/48163.png,cat,train,3
data/raw/cifar-10/train/12612.png,deer,train,4
data/raw/cifar-10/train/10803.png,bird,train,2
data/raw/cifar-10/train/16918.png,truck,train,9
data/raw/cifar-10/train/40276.png,airplane,train,0
data/raw/cifar-10/train/49864.png,airplane,train,0
data/raw/cifar-10/train/10842.png,frog,train,6
data/raw/cifar-10/train/41703.png,airplane,train,0
data/raw/cifar-10/train/12375.png,frog,train,6
data/raw/cifar-10/train/17629.png,ship,train,8
data/raw/cifar-10/train/291.png,ship,train,8
data/raw/cifar-10/train/1728.png,bird,train,2
data/raw/cifar-10/train/32691.png,frog,train,6
data/raw/cifar-10/train/16777.png,airplane,train,0
data/raw/cifar-10/train/23164.png,airplane,train,0
data/raw/cifar-10/train/43795.png,ship,train,8
data/raw/cifar-10/train/10428.png,cat,train,3
data/raw/cifar-10/train/25676.png,deer,train,4
data/raw/cifar-10/train/21069.png,deer,train,4
data/raw/cifar-10/train/7400.png,truck,train,9
data/raw/cifar-10/train/12732.png,ship,train,8
data/raw/cifar-10/train/26360.png,horse,train,7
data/raw/cifar-10/train/10969.png,bird,train,2
data/raw/cifar-10/train/37907.png,cat,train,3
data/raw/cifar-10/train/7642.png,horse,train,7
data/raw/cifar-10/train/48200.png,dog,train,5
data/raw/cifar-10/train/46202.png,dog,train,5
data/raw/cifar-10/train/39220.png,horse,train,7
data/raw/cifar-10/train/42600.png,truck,train,9
data/raw/cifar-10/train/49533.png,ship,train,8
data/raw/cifar-10/train/44362.png,dog,train,5
data/raw/cifar-10/train/8360.png,airplane,train,0
data/raw/cifar-10/train/6711.png,deer,train,4
data/raw/cifar-10/train/22290.png,dog,train,5
data/raw/cifar-10/train/37078.png,frog,train,6
data/raw/cifar-10/train/4679.png,frog,train,6
